,Name,Adress,String,Kontakt,Bundesland,ICU low care,ICU high care,ECMO,Stand,Location
250,Helios Klinik Köthen,"Hallesche Straße 29, 6366 Köthen",Helios Klinik Köthen Klinik für Anästhesie und Intensivmedizin Hallesche Straße 29 6366 Köthen,Intensivstation Website,ST,Verfügbar,Verfügbar,Nicht verfügbar,20.03.2020 11:15,"(51.746789750000005, 11.972722578579312)"
251,"Asklepios Klinik St. Georg, Hamburg","Lohmühlenstraße 5, 20099 Hamburg","Asklepios Klinik St. Georg, Hamburg Anästhesiologie, Intensivmedizin, Notfallmedizin und Schmerztherapie Lohmühlenstraße 5 20099 Hamburg",E1/E3/F2 Website,HH,Verfügbar,Verfügbar,Verfügbar,21.03.2020 16:00,"(53.5590823, 10.0197902)"
252,Evangelisches Krankenhaus Königin Elisabeth Herzberge,"Herzbergstraße 79, 10365 Berlin",Evangelisches Krankenhaus Königin Elisabeth Herzberge Zentrum für Interdisziplinäre Intensivmedizin Herzbergstraße 79 10365 Berlin,IC1 IC2 Website,BE,Ausgelastet,Ausgelastet,Ausgelastet,21.03.2020 14:06,"(52.52801935, 13.508989238184578)"
253,Lausitzer Seenland Klinikum GmbH,"M.-Grollmuß-Str. 1, 1936 Königsbrück","Lausitzer Seenland Klinikum GmbH Klinik für Anästhesie, Intensiv- und Notfallmedizin M.-Grollmuß-Str. 1 1936 Königsbrück",Intensivstation Website,SN,Verfügbar,Verfügbar,Nicht verfügbar,20.03.2020 15:50,"(None, None)"
254,Katholisches Krankenhaus St. Johann Nepomuk Erfurt,"Haarbergstraße 72, 99097 Erfurt",Katholisches Krankenhaus St. Johann Nepomuk Erfurt Anästhesiologie und Intensivmedizin Haarbergstraße 72 99097 Erfurt,Interdisziplinäre Intensivtherapiestation,TH,Ausgelastet,Begrenzt,Ausgelastet,19.03.2020 10:31,"(50.947753750000004, 11.084209778911415)"
255,Klinikum Konstanz - GLKN,"Mainaustrasse 35, 78464 Konstanz",Klinikum Konstanz - GLKN AINS / II. Med Mainaustrasse 35 78464 Konstanz,Interdisziplinäre Intensivstation Website,BW,Verfügbar,Verfügbar,Nicht verfügbar,21.03.2020 18:47,"(47.6719599, 9.188693)"
256,Krankenhaus-Landshut-Achdorf,"Achdorfer Weg 3, 84036 Landshut",Krankenhaus-Landshut-Achdorf Achdorfer Weg 3 84036 Landshut,Intensivstation Website,BY,Verfügbar,Verfügbar,Nicht verfügbar,21.03.2020 15:27,"(48.523231249999995, 12.14929384594626)"
257,"Sana Klinikum Hof, Eppenreuther Str. 9, 95932 Hof","Eppenreuther Str. 9, 0 Hof","Sana Klinikum Hof, Eppenreuther Str. 9, 95932 Hof Anästhesie und Innere Eppenreuther Str. 9 0 Hof",ITS Website,BY,Ausgelastet,Ausgelastet,Nicht verfügbar,19.03.2020 10:27,"(50.316654650000004, 11.904653313523784)"
258,Klinikum Südstadt Rostock,"Südring 81, 18055 Rostock",Klinikum Südstadt Rostock Klinik für Anästhesiologie und Intensivmedizin Südring 81 18055 Rostock,Intensivbereich Website,MV,Verfügbar,Verfügbar,Nicht verfügbar,20.03.2020 23:33,"(54.0811261, 12.1272229)"
259,SANA Herzzentrum Dresden,"Fetscherstr. 76, 1307 Dresden",SANA Herzzentrum Dresden Innere Medizin und Kardiologie Fetscherstr. 76 1307 Dresden,Kardiologische Intensivstation Website,SN,Ausgelastet,Verfügbar,Verfügbar,20.03.2020 10:36,"(51.058118, 13.778063540179541)"
260,"Klinik Eichstätt, Interdisziplinäre ITS","Ostenstr. 31, 85072 Eichstätt","Klinik Eichstätt, Interdisziplinäre ITS Ostenstr. 31 85072 Eichstätt",Intensivstation Website,BY,Verfügbar,Verfügbar,Nicht verfügbar,20.03.2020 11:20,"(48.8898996, 11.192579352346772)"
261,Marienkrankenhaus Hamburg,"Alfredstraße 9, 22087 Hamburg",Marienkrankenhaus Hamburg Innere Medizin/Kardiologie // Anästhesie Alfredstraße 9 22087 Hamburg,Med Intensiv /Op Intensiv Website,HH,Verfügbar,Verfügbar,Verfügbar,19.03.2020 10:17,"(53.559670999999994, 10.032960936512405)"
262,Sankt Gertrauden Krankhaus GmbH,"Paretzer Straße 12, 10713 Berlin",Sankt Gertrauden Krankhaus GmbH Kardiologie Paretzer Straße 12 10713 Berlin,Station 05 Website,BE,Verfügbar,Ausgelastet,Nicht verfügbar,19.03.2020 12:40,"(52.4802288, 13.317197992941242)"
263,Harzklinikum Dorothea Christiane Erxleben QUEDLINBURG,"Ditfurter Weg 24, 3946 Quedlinburg",Harzklinikum Dorothea Christiane Erxleben QUEDLINBURG Klinik für Anästhesiologie und Intensivmedizin Ditfurter Weg 24 3946 Quedlinburg,Intensivstation (03) Website,ST,Verfügbar,Verfügbar,Nicht verfügbar,20.03.2020 15:50,"(51.794924800000004, 11.163537116103111)"
264,Asklepios Klinikum Uckermark,"Am Klinikum 1, 16303 Schwedt",Asklepios Klinikum Uckermark Klinik für Anästhesie und Intensivmedizin Am Klinikum 1 16303 Schwedt,24 Website,BB,Begrenzt,Begrenzt,Nicht verfügbar,19.03.2020 11:47,"(None, None)"
265,Paracelsus Klinik Henstedt-Ulzburg,"Wilstedter Straße 134, 24558 Henstedt-Ulzburg",Paracelsus Klinik Henstedt-Ulzburg Anäethesie- und Intensivmedizin Wilstedter Straße 134 24558 Henstedt-Ulzburg,interdisziplinäre Intensivstation Website,SH,Verfügbar,Verfügbar,Nicht verfügbar,21.03.2020 13:41,"(53.749107050000006, 10.007649289960273)"
266,Verbundkrankenhaus Bernkastel/Wittlich,"Koblenzerstr. 91, 54516 Wittlich",Verbundkrankenhaus Bernkastel/Wittlich Koblenzerstr. 91 54516 Wittlich,Intensivstation Website,RP,Verfügbar,Verfügbar,Ausgelastet,19.03.2020 10:04,"(50.0006193, 6.8925373)"
267,Krankenhaus Wittmund gGmbH,"Dohuser Weg 10, 26409 Wittmund","Krankenhaus Wittmund gGmbH Anästhesiologie, Intensiv- und Schmerztherapie, Notfallmedizin Dohuser Weg 10 26409 Wittmund",Intensivstation Website,NI,Verfügbar,Verfügbar,Ausgelastet,21.03.2020 09:01,"(53.57196935, 7.789064051431527)"
268,DRK Kliniken Berlin Köpenick,"Salvador-Allende-Straße 2-8, 12559 Berlin","DRK Kliniken Berlin Köpenick Klinik für Anästhesie, Schmerztherapie, Intensiv- und Notfallmedizin Salvador-Allende-Straße 2-8 12559 Berlin",ITS Website,BE,Verfügbar,Verfügbar,Nicht verfügbar,20.03.2020 17:29,"(52.4405588, 13.5939645)"
269,St. Sixtus-Hospital,"Gartenstr. 2, 45721 Haltern am See",St. Sixtus-Hospital Anästhesie/Pneumologie Gartenstr. 2 45721 Haltern am See,Intensivstation Website,NRW,Verfügbar,Verfügbar,Nicht verfügbar,20.03.2020 16:44,"(51.7455323, 7.194174829223268)"
270,Schwarzwald-Baar-Klinikum,"Klinikstr. 11, 78052 Villingen-Schwenningen",Schwarzwald-Baar-Klinikum Kinderklinik Klinikstr. 11 78052 Villingen-Schwenningen,Station 11 Website,BW,Verfügbar,Verfügbar,Nicht verfügbar,21.03.2020 08:26,"(48.06501235, 8.497979411714248)"
271,Kreisklinik St. Elisabeth,"Ziegelstr. 38, 89407 Dillingen an der Donau",Kreisklinik St. Elisabeth Anästhesie und Intensivmedizin Ziegelstr. 38 89407 Dillingen an der Donau,Intensivstation Website,BY,Verfügbar,Verfügbar,Nicht verfügbar,21.03.2020 09:24,"(48.5766029, 10.4830414)"
272,Asklepios Kliniken Schildautal Seesen,"Karl-Herold-Straße 1, 38723 Seesen",Asklepios Kliniken Schildautal Seesen Anästhesiologie und Intensivmedizin Karl-Herold-Straße 1 38723 Seesen,Station 41 Website,NI,Begrenzt,Begrenzt,Nicht verfügbar,21.03.2020 15:08,"(51.883028350000004, 10.216044965183173)"
273,Diakoneo Klinik Schwabach,"Regelsbacher Straße 7, 91126 Schwabach",Diakoneo Klinik Schwabach Anästhesie Regelsbacher Straße 7 91126 Schwabach,Interdisziplinäre Intensivstation Website,BY,Verfügbar,Verfügbar,Nicht verfügbar,21.03.2020 10:35,"(49.33287785, 11.012797918248763)"
274,Krankenhäuser Landkreis Freudenstadt,"Karl-von-Hahn-Straße 120, 72250 Freudenstadt",Krankenhäuser Landkreis Freudenstadt Anästhesie und Intensivmedizin Karl-von-Hahn-Straße 120 72250 Freudenstadt,Interdisziplinäre Intensivstation Website,BW,Verfügbar,Verfügbar,Nicht verfügbar,19.03.2020 10:34,"(48.47743215, 8.405342204851586)"
275,Diakoniekrankenhaus Halle gGmbH,"Mühlweg 7, 6114 Halle","Diakoniekrankenhaus Halle gGmbH Klinik für Anästhesie, Intensiv-und Palliativmedizin Mühlweg 7 6114 Halle",ITS Website,ST,Begrenzt,Begrenzt,Ausgelastet,21.03.2020 08:17,"(51.49423565, 11.959103640096576)"
276,Siloah St. Trudpert Klinikum,"Wilferdingerstr. 67, 75179 Pforzheim",Siloah St. Trudpert Klinikum Innere / Anästhesie Wilferdingerstr. 67 75179 Pforzheim,Intensivstation Website,BW,Verfügbar,Verfügbar,Ausgelastet,21.03.2020 12:29,"(48.89709025, 8.67418276908295)"
277,St. Bernhard-Hospital Kamp-Lintfort GmbH,"Bürgermeister-Schmelzing-Straße 90, 47475 Kamp-Lintfort",St. Bernhard-Hospital Kamp-Lintfort GmbH Klinik für Anästhesie und Intensivmedizin Bürgermeister-Schmelzing-Straße 90 47475 Kamp-Lintfort,Intensivstation Website,NRW,Verfügbar,Verfügbar,Nicht verfügbar,21.03.2020 18:41,"(51.491867, 6.5156163)"
278,Krankenhaus Spremberg,"Karl Marx Strasse 80, 3130 Spremberg",Krankenhaus Spremberg Anästhesie & Intensivmedizin Karl Marx Strasse 80 3130 Spremberg,IMC Website,BB,Ausgelastet,Verfügbar,Nicht verfügbar,21.03.2020 09:15,"(51.5652149, 14.3739244)"
279,Herz-Kreislauf-Zentrum Klinikum Hersfeld-Rotenburg GmbH,"Heinz-Meise-Str. 100, 36199 Rotenburg an der Fulda",Herz-Kreislauf-Zentrum Klinikum Hersfeld-Rotenburg GmbH Klinik für Anästhesiologie & Intensivmedizin Heinz-Meise-Str. 100 36199 Rotenburg an der Fulda,C-ITS Website,HE,Ausgelastet,Verfügbar,Begrenzt,19.03.2020 09:33,"(51.004452, 9.73781224023837)"
280,Klinikum Dritter Orden München,"Menzinger Straße 44, 80638 München",Klinikum Dritter Orden München Menzinger Straße 44 80638 München,Website,BY,Ausgelastet,Begrenzt,Nicht verfügbar,20.03.2020 11:42,"(48.1657102, 11.504737929569968)"
281,Wertachklinik Schwabmünchen,"Weidenhartstr. 35, 86830 Schwabmünchen",Wertachklinik Schwabmünchen Interdisziplinäre Intensivstation Weidenhartstr. 35 86830 Schwabmünchen,ITS / IMC Website,BY,Verfügbar,Verfügbar,Nicht verfügbar,21.03.2020 09:39,"(48.175972099999996, 10.74615789701004)"
282,Asklepios Schloßbergklinik Bad König,"Frankfurterstr. 33, 64732 Bad König",Asklepios Schloßbergklinik Bad König Intensivmedizin Frankfurterstr. 33 64732 Bad König,Website,HE,Ausgelastet,Verfügbar,Ausgelastet,19.03.2020 09:22,"(49.7451512, 9.0045848)"
283,DRK Krankenhaus Teterow,"Goethestraße 14, 17166 Teterow",DRK Krankenhaus Teterow Anästhesie und Intensivtherapie Goethestraße 14 17166 Teterow,ITS Website,MV,Ausgelastet,Begrenzt,Ausgelastet,20.03.2020 07:49,"(53.777295800000005, 12.570495674972488)"
284,Krankenhaus Eichhof,"Eichhofstraße 1, 36341 Lauterbach",Krankenhaus Eichhof Anästhesiologie und Intensivmedizin Eichhofstraße 1 36341 Lauterbach,Intensivstation Website,HE,Verfügbar,Verfügbar,Ausgelastet,21.03.2020 10:42,"(50.6303016, 9.3803652)"
285,Florence-Nightingale-Krankenhaus Kinderklinik,"Kreuzbergstraße 79, 40489 Düsseldorf",Florence-Nightingale-Krankenhaus Kinderklinik Kinderklinik Kreuzbergstraße 79 40489 Düsseldorf,Kinderintensivstation Website,NRW,Verfügbar,Begrenzt,Nicht verfügbar,21.03.2020 18:23,"(51.3003466, 6.7493957)"
286,Krankenhaus Bethanien für die Grafschaft Moers,"Bethanienstr. 21, 47441 Moers",Krankenhaus Bethanien für die Grafschaft Moers Anästhesie / Kardiologie Bethanienstr. 21 47441 Moers,Interdisziplinäre Intensivstation Website,NRW,Verfügbar,Verfügbar,Nicht verfügbar,21.03.2020 13:19,"(51.461977149999996, 6.634485784123976)"
287,"Marienkrankenhaus Soest, Widumgasse 5, 59494 Soest","Widumgasse 5, 59494 Soest","Marienkrankenhaus Soest, Widumgasse 5, 59494 Soest Anästhesie Widumgasse 5 59494 Soest",ITS Website,NRW,Verfügbar,Verfügbar,Ausgelastet,19.03.2020 09:13,"(51.574941100000004, 8.112046131821922)"
288,DRK Krankenhaus Rabenstein,"Unritzstrasse 23, 9117 Chemnitz",DRK Krankenhaus Rabenstein Unritzstrasse 23 9117 Chemnitz,Intensivstation,SN,Verfügbar,Verfügbar,Ausgelastet,19.03.2020 09:38,"(50.8213749, 12.8270734)"
289,"Malteser Krankenhaus St. Josefshospital Uerdingen, 47829 Krefeld, Kurfürstenstr. 69","Kurfürstenstr. 69, 47829 Krefeld","Malteser Krankenhaus St. Josefshospital Uerdingen, 47829 Krefeld, Kurfürstenstr. 69 Anästhesie und Intensivmedizin Kurfürstenstr. 69 47829 Krefeld",Intensiv Website,NRW,Verfügbar,Verfügbar,Nicht verfügbar,21.03.2020 10:40,"(51.3523825, 6.6480639082803235)"
290,Asklepios Klinik Lich,"Goethestr. 4, 35423 Lich",Asklepios Klinik Lich Anästhesie/Intensivmedizin Goethestr. 4 35423 Lich,2C Website,HE,Verfügbar,Verfügbar,Nicht verfügbar,21.03.2020 09:45,"(50.5251656, 8.8048681)"
291,Sana Krankenhaus Templin,"Robert-Koch-Str. 24, 17268 Templin",Sana Krankenhaus Templin Robert-Koch-Str. 24 17268 Templin,Website,BB,Begrenzt,Ausgelastet,Nicht verfügbar,21.03.2020 09:29,"(53.119183899999996, 13.506171166831233)"
292,Städtisches Krankenhaus Pirmasens,"Pettenkoferstr. 22, 66955 Pirmasens",Städtisches Krankenhaus Pirmasens Interdisziplinäre Intensivstation Innere / Anästhesie Pettenkoferstr. 22 66955 Pirmasens,Intensivstation Website,RP,Verfügbar,Verfügbar,Ausgelastet,20.03.2020 07:59,"(49.19304865, 7.617730199517641)"
293,Klinik Augustinum,"Wolkerweg 16, 81375 München",Klinik Augustinum Abteilung für Kardiologie Wolkerweg 16 81375 München,Intensivstation 7,BY,Verfügbar,Verfügbar,Nicht verfügbar,20.03.2020 08:04,"(48.12273585, 11.488310787107633)"
294,Sana Krankenhaus Gerresheim,"Gräulinger Str. 120, 40625 Düsseldorf",Sana Krankenhaus Gerresheim Klinik für Anästhesiologie Gräulinger Str. 120 40625 Düsseldorf,ITS Website,NRW,Begrenzt,Verfügbar,Nicht verfügbar,21.03.2020 08:26,"(51.2432213, 6.856136021660349)"
295,Stiftungsklinikum Proselis Standort St. Elisabeth Hospital Herten,"Im Schloßpark 12, 45699 Herten",Stiftungsklinikum Proselis Standort St. Elisabeth Hospital Herten AN / IM Im Schloßpark 12 45699 Herten,interdiszipl. Intensivstation Website,NRW,Verfügbar,Verfügbar,Nicht verfügbar,21.03.2020 12:01,"(51.59247895, 7.124049526243496)"
296,Sanaklinik Biberach,"Ziegelhausstraße 50, 88400 Biberach",Sanaklinik Biberach Zentrum für Anästhesie Ziegelhausstraße 50 88400 Biberach,Intensivstation Website,BW,Begrenzt,Verfügbar,Nicht verfügbar,20.03.2020 08:57,"(48.0976763, 9.7750338)"
297,Evangelisches Krankenhaus Kalk in Köln (EVKK),"Buchforststr 2, 51103 Köln",Evangelisches Krankenhaus Kalk in Köln (EVKK) Buchforststr 2 51103 Köln,Website,NRW,Verfügbar,Verfügbar,Ausgelastet,21.03.2020 11:26,"(50.94122875, 7.009310187734286)"
298,Agaplesion ev. Klinikum Schaumburg,"Zum Schaumburger Klinikum 1, 31683 Obernkirchen","Agaplesion ev. Klinikum Schaumburg Abteilung für Pneumologie, Intensiv- und Beatmungsmedizin Zum Schaumburger Klinikum 1 31683 Obernkirchen",W 11 + W 13 Website,NI,Begrenzt,Begrenzt,Nicht verfügbar,20.03.2020 09:45,"(52.2639141, 9.105367390435063)"
299,Ostalbklinikum Aalen,"Im Kälblesrain 1, 73430 Aalen",Ostalbklinikum Aalen Medizinische Klinik II/Klinik für Anästhesiologie und intensivmedizin Im Kälblesrain 1 73430 Aalen,25 Website,BW,Verfügbar,Verfügbar,Nicht verfügbar,19.03.2020 08:36,"(48.8492435, 10.085923665485588)"
300,KMG Klinikum Luckenwalde,"Saarstrasse 1, 14943 Luckenwalde",KMG Klinikum Luckenwalde Anästhesie / ITS Saarstrasse 1 14943 Luckenwalde,ITS Website,BB,Begrenzt,Ausgelastet,Ausgelastet,20.03.2020 07:12,"(52.0997932, 13.1807104)"
301,Lungenclinic Großhansdorf,"Wöhrendamm 80, 22927 Großhansdorf",Lungenclinic Großhansdorf Pneumologie/ Anästhesie Wöhrendamm 80 22927 Großhansdorf,Intensivstation (Station 1) Website,SH,Verfügbar,Begrenzt,Nicht verfügbar,21.03.2020 09:07,"(53.66047545, 10.281091922333648)"
302,"EvK Herne, Bst. Eickel, Thoraxzentrum Ruhrgebiet","Hordeler Strasse 7-9, 44651 Herne","EvK Herne, Bst. Eickel, Thoraxzentrum Ruhrgebiet Klinik für Anästhesiologie Hordeler Strasse 7-9 44651 Herne",Intensivstation Website,NRW,Verfügbar,Verfügbar,Nicht verfügbar,21.03.2020 17:26,"(51.5072138, 7.1674697)"
303,Sana-Krankenhaus Rügen GmbH,"Calandstr. 7/8, 18528 Bergen","Sana-Krankenhaus Rügen GmbH Klinik für Anästhesiologie, Interdisziplinäre Intensivtherapie und Perioperative Medizin Calandstr. 7/8 18528 Bergen",Interdisziplinäre Intensivstation Website,MV,Ausgelastet,Verfügbar,Nicht verfügbar,20.03.2020 11:39,"(54.419661899999994, 13.428946630901521)"
304,St. Marien-Krankenhaus Berlin,"Gallwitzallee 123-143, 12249 Berlin",St. Marien-Krankenhaus Berlin Anästhesiologie und Intensivmedizin Gallwitzallee 123-143 12249 Berlin,Interdisziplinäre Intensivstation Website,BE,Verfügbar,Verfügbar,Nicht verfügbar,21.03.2020 10:52,"(52.4245967, 13.349080424261734)"
305,Klinikzentrum Westerstede,"Lange Straße 38, 26655 Westerstede",Klinikzentrum Westerstede Anästhesiologie Lange Straße 38 26655 Westerstede,Operative Intensivstation Website,NI,Ausgelastet,Verfügbar,Nicht verfügbar,21.03.2020 08:57,"(53.2586273, 7.9176912)"
306,Asklepios Nordseeklinik Westerland/ Sylt,"Norderstraße 81, 25980 Sylt/ OT Westerland",Asklepios Nordseeklinik Westerland/ Sylt AINS Norderstraße 81 25980 Sylt/ OT Westerland,Intensiv Website,SH,Verfügbar,Verfügbar,Ausgelastet,19.03.2020 07:51,"(None, None)"
307,RKU - Universitäts- und Rehabilitationskliniken Ulm gGmbH,"Oberer Eselbserg 45, 89081 Ulm",RKU - Universitäts- und Rehabilitationskliniken Ulm gGmbH Oberer Eselbserg 45 89081 Ulm,Intensivstation Website,BW,Begrenzt,Verfügbar,Nicht verfügbar,21.03.2020 16:12,"(None, None)"
308,BG - Unfallklinik Murnau,"Prof. Küntscher Straße, 82418 Murnau",BG - Unfallklinik Murnau Abteilung für Anästhesie Intensivmedizin und Schmerzmedizin Prof. Küntscher Straße 82418 Murnau,Interdisziplinäre Intensivmedizin Website,BY,Verfügbar,Verfügbar,Verfügbar,21.03.2020 11:44,"(47.6722483, 11.213898)"
309,DRK Krankenhaus Lichtenstein Gemeinnützige GmbH,"Hartensteiner Str. 42, 9350 Lichtenstein/ Sa.",DRK Krankenhaus Lichtenstein Gemeinnützige GmbH ITS Hartensteiner Str. 42 9350 Lichtenstein/ Sa.,ITS Website,SN,Verfügbar,Begrenzt,Nicht verfügbar,21.03.2020 08:25,"(50.7485246, 12.6355686)"
310,Asklepios Klinik Bad Oldesloe,"Schützenstraße 55, 23843 Bad Oldsloe",Asklepios Klinik Bad Oldesloe Anästhesie&Intensivmedizin Schützenstraße 55 23843 Bad Oldsloe,B2 Website,SH,Begrenzt,Begrenzt,Nicht verfügbar,21.03.2020 18:37,"(None, None)"
311,GKH Herdecke gGmbH,"Gerhard-Kienle-Weg 4, 58313 Herdecke",GKH Herdecke gGmbH A+I Gerhard-Kienle-Weg 4 58313 Herdecke,4E Website,NRW,Verfügbar,Verfügbar,Ausgelastet,19.03.2020 15:59,"(51.4110032, 7.3993142)"
312,Schwarzwald-Baar Klinikum,"Klinikstraße 11, 78052 Villingen-Schwenningen",Schwarzwald-Baar Klinikum Anästhesiologie/Kardiologie Klinikstraße 11 78052 Villingen-Schwenningen,"Intensiv 12-15, DS24 Website",BW,Verfügbar,Verfügbar,Verfügbar,19.03.2020 19:36,"(48.06501235, 8.497979411714248)"
313,St. Josefs-Hospital Wiesbaden,"Beethovenstr. 20, 65189 Wiesbaden",St. Josefs-Hospital Wiesbaden interdisziplinäre Intensivstation Beethovenstr. 20 65189 Wiesbaden,Station 31/32 Website,HE,Begrenzt,Verfügbar,Begrenzt,21.03.2020 16:29,"(50.075855, 8.2545511)"
314,Helios Klinik Herzberg und Osterode,"Dr.-Frössel-Allee 1, 37412 Herzberg",Helios Klinik Herzberg und Osterode Intensivmedizin Dr.-Frössel-Allee 1 37412 Herzberg,Intensivstation Website,NI,Verfügbar,Verfügbar,Nicht verfügbar,21.03.2020 13:20,"(51.6624297, 10.3286766)"
315,Sana Herzchirurgie Stuttgart,"Herdweg 2, 70174 Stuttgart",Sana Herzchirurgie Stuttgart Herzchirurgie Herdweg 2 70174 Stuttgart,Intensivstation Website,BW,Verfügbar,Verfügbar,Verfügbar,21.03.2020 10:22,"(48.78304265, 9.170975088661972)"
316,Rotkreuzklinik Lindenberg gGmbH,"Dr. Otto-Gessler-Platz 1, 88161 Lindenberg",Rotkreuzklinik Lindenberg gGmbH Innere Medizin Dr. Otto-Gessler-Platz 1 88161 Lindenberg,Interdisziplinäre Intensivstation Website,BY,Verfügbar,Verfügbar,Nicht verfügbar,19.03.2020 21:13,"(47.6115155, 9.8815217)"
317,"Zentrum für Intensiv- und Notfallmedizin, Klinikum Saarbrücken","Winterberg 1, 66119 Saarbrücken","Zentrum für Intensiv- und Notfallmedizin, Klinikum Saarbrücken Klinik für Anästhesiologie und Intensivmedizin Winterberg 1 66119 Saarbrücken","ZIN 10, ZIN 43, COBAZ 1 Website",SL,Verfügbar,Verfügbar,Verfügbar,21.03.2020 16:54,"(49.2216732, 7.00168302460485)"
318,Universitätsmedizin Rostock - Internistische Intensivstation,"Schillingallee 35, 18057 Rostock",Universitätsmedizin Rostock - Internistische Intensivstation Pneumologie und Internistische Intensivtherapie Schillingallee 35 18057 Rostock,Internistische Intensivstation Website,MV,Verfügbar,Verfügbar,Verfügbar,19.03.2020 14:37,"(54.0846024, 12.101334140812654)"
319,Kreiskrankenhaus Schrobenhausen GmbH,"Högenauer Weg 5, 86529 Schrobenhausen",Kreiskrankenhaus Schrobenhausen GmbH Anästhesiologie und Intensivmedizin Högenauer Weg 5 86529 Schrobenhausen,Interdisziplinäre Intensivstation (S2) Website,BY,Verfügbar,Begrenzt,Nicht verfügbar,21.03.2020 08:28,"(48.57256135, 11.263666903162829)"
320,Klinikum-Bremen-Ost,"Züricher Straße 40, 28325 Bremen","Klinikum-Bremen-Ost Klinik für Anästhesie, Intensivmedizin, Schmerztherapie Züricher Straße 40 28325 Bremen",Interdisziplinäre Intensivstation Website,HB,Begrenzt,Ausgelastet,Nicht verfügbar,21.03.2020 11:22,"(53.06402075, 8.94029356482675)"
321,Klinikum Merzig,"Triererstraße 148, 66663 Merzig",Klinikum Merzig Innere Medizin I Kardiologie Triererstraße 148 66663 Merzig,Intensivstation Website,SL,Ausgelastet,Verfügbar,Ausgelastet,20.03.2020 14:34,"(49.4571999, 6.631555441074989)"
322,Kreiskrankenhaus Weilburg,"Am Steinbühl 2, 35781 Weilburg",Kreiskrankenhaus Weilburg Anästhesie und Intensivmedizin Am Steinbühl 2 35781 Weilburg,Interdisziplinäre Intensivstation Website,HE,Begrenzt,Ausgelastet,Nicht verfügbar,21.03.2020 08:49,"(50.4856808, 8.2528478)"
323,Katholisches Klinikum Koblenz-Montabaur,"Rudolf-virchow-str. 3, 56073 Koblenz",Katholisches Klinikum Koblenz-Montabaur Innere/Anästhesie Rudolf-virchow-str. 3 56073 Koblenz,Interdiziplinäre Intensivstation Website,RP,Verfügbar,Verfügbar,Verfügbar,21.03.2020 09:50,"(50.3592725, 7.5700547942171355)"
324,Landkreis Mittweida Krankenhaus gGmbH,"Hainichener Straße 4-6, 9648 Mittweida",Landkreis Mittweida Krankenhaus gGmbH Anästhesiologie und Intensivmedizin Hainichener Straße 4-6 9648 Mittweida,Interdisziplinäre Intensivstation Website,SN,Verfügbar,Verfügbar,Nicht verfügbar,21.03.2020 13:10,"(50.9812696, 12.9831501)"
325,Zeisigwaldkliniken Bethanien Chemnitz im Verbund der Agaplesion,"Zeisigwaldstraße 101, 9130 Chemnitz",Zeisigwaldkliniken Bethanien Chemnitz im Verbund der Agaplesion Klinik für Anästhesie Zeisigwaldstraße 101 9130 Chemnitz,Interdisziplinäre ITS/ IMC Website,SN,Verfügbar,Verfügbar,Nicht verfügbar,20.03.2020 10:56,"(50.84006395, 12.962183239135936)"
326,"Kreiskliniken Günzburg-Krumbach, Klinik Krumbach","Mindelheimer-Str. 69, 86381 Krumbach","Kreiskliniken Günzburg-Krumbach, Klinik Krumbach Anästhesie und Intensivmedizin Mindelheimer-Str. 69 86381 Krumbach",Station 8 (ITS) Website,BY,Verfügbar,Verfügbar,Nicht verfügbar,20.03.2020 07:41,"(48.2424036, 10.3628957)"
327,Klinikum Esslingen,"Hirschlandstrasse 97, 73730 Esslingen am Neckar",Klinikum Esslingen Klinik für Anästhesiologie und operative Intensivmedizin & Klinik für Kardiologie Hirschlandstrasse 97 73730 Esslingen am Neckar,i53 und i12 Website,BW,Begrenzt,Verfügbar,Verfügbar,20.03.2020 21:46,"(48.7373365, 9.326452922700632)"
328,Bundeswehrkrankenhaus Hamburg,"Lesserstraße 180, 22049 Hamburg",Bundeswehrkrankenhaus Hamburg Klinik Anästhesie und Intensivmedizin Lesserstraße 180 22049 Hamburg,"1.1, 1.2",HH,Verfügbar,Verfügbar,Begrenzt,18.03.2020 20:11,"(53.59389055, 10.0747408)"
329,DRK Kliniken Nordhessen,"Hansteinstr. 29, 34121 Kassel",DRK Kliniken Nordhessen Anästhesie und Intensivmedizin Hansteinstr. 29 34121 Kassel,INT und CoViD-INT Website,HE,Verfügbar,Verfügbar,Nicht verfügbar,18.03.2020 19:10,"(51.3115479, 9.454291822855383)"
330,Kreiskrankenhaus Freiberg gGmbH,"Donatsring 20, 9599 Freiberg",Kreiskrankenhaus Freiberg gGmbH Klinik für Anästhesiologie und Intensivmedizin Donatsring 20 9599 Freiberg,Station 16 Website,SN,Begrenzt,Verfügbar,Nicht verfügbar,21.03.2020 08:19,"(50.918004, 13.3501805)"
331,St. Josef Krankenhaus GmbH Moers,"Asberger Straße 4, 47441 Moers",St. Josef Krankenhaus GmbH Moers Klinik für Anästhesiologie und Intensivmedizin Asberger Straße 4 47441 Moers,Interdisziplinäre Intensivstation Website,NRW,Ausgelastet,Verfügbar,Nicht verfügbar,21.03.2020 09:45,"(51.4454108, 6.640538176464224)"
